,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,non_twitter_url,twitter_url,photo_per_tweet,dog_stage,tweet_id,jpg_url,img_num,ranking,dog_type,confidence_of_prediction,is_dog,tweet_id,retweet_count,favorite_count
28,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13.0,10,Derek,,https://twitter.com/dog_rates/status/886680336477933568,1,,666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,p3,soft-coated_wheaten_terrier,0.08208610000000001,True,886366144734445568,2996,20321
29,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12.0,10,Roscoe,,https://twitter.com/dog_rates/status/886366144734445568,2,pupper,666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,p1,miniature_poodle,0.201493,True,886267009285017600,4,116
31,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13.0,10,Waffles,,https://twitter.com/dog_rates/status/886258384151887873,1,,666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,p2,Tibetan_mastiff,0.0937178,True,886054160059072513,197,3185
33,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12.0,10,Jimbo,,https://twitter.com/dog_rates/status/885984800019947520,1,,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,p3,Pekinese,0.109454,True,885528943205470208,6017,34564
34,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13.0,10,Maisey,,https://twitter.com/dog_rates/status/885528943205470208,1,,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,p2,Yorkshire_terrier,0.174201,True,885518971528720385,3503,19655
35,885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 ,14.0,10,None,,https://twitter.com/4bonds2carbon/status/88551736733751,1,,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,p1,Gordon_setter,0.503672,True,885311592912609280,17410,68964
37,885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13.0,10,None,,https://twitter.com/dog_rates/status/885167619883638784,4,,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,p2,English_foxhound,0.17538199999999998,True,884925521741709313,17033,74288
38,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12.0,10,Earl,,https://twitter.com/dog_rates/status/884925521741709313,1,,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,p1,Walker_hound,0.260857,True,884876753390489601,5267,26795
39,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13.0,10,Lola,,https://twitter.com/dog_rates/status/884876753390489601,4,,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,p2,bull_mastiff,0.404722,True,884562892145688576,4430,23341
40,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13.0,10,Kevin,,https://twitter.com/dog_rates/status/884562892145688576,1,,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,p1,pug,0.489814,True,884441805382717440,5345,25971
41,884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14.0,10,None,,https://twitter.com/dog_rates/status/884441805382717440,1,,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,p3,French_bulldog,0.0489595,True,884247878851493888,64802,214635
42,884247878851493888,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,13.0,10,None,,https://twitter.com/kaijohnson_19/status/88396565075403,1,,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,p1,bloodhound,0.195217,True,884162670584377345,2805,19568
43,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12.0,10,Yogi,,https://twitter.com/dog_rates/status/884162670584377345,1,doggo,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,p3,malinois,0.07562780000000001,True,883838122936631299,3248,20994
44,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12.0,10,Noah,,https://twitter.com/dog_rates/status/883838122936631299,1,,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,p2,German_shepherd,0.0782598,True,883482846933004288,9303,44104
45,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",13.5,10,Bella,,https://twitter.com/dog_rates/status/883482846933004288,2,,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,p1,Lhasa,0.58233,True,883360690899218434,3485,21779
46,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13.0,10,Grizzwald,,https://twitter.com/dog_rates/status/883360690899218434,1,floofer,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,p3,Dandie_Dinmont,0.0896883,True,883117836046086144,6253,35681
47,883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13.0,10,None,,https://twitter.com/dog_rates/status/883117836046086144,2,,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,p2,Shih-Tzu,0.166192,True,882992080364220416,3671,22970
48,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13.0,10,Rusty,,https://twitter.com/dog_rates/status/882992080364220416,2,,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,p1,English_setter,0.298617,True,882762694511734784,4604,27171
49,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12.0,10,Gus,,https://twitter.com/dog_rates/status/882762694511734784,1,pupper,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,p3,borzoi,0.133649,True,882627270321602560,5705,26833
50,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13.0,10,Stanley,,https://twitter.com/dog_rates/status/882627270321602560,1,,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,p2,Newfoundland,0.149842,True,882268110199369728,10898,43151
57,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12.0,10,Elliot,,https://twitter.com/dog_rates/status/881268444196462592,1,,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,p2,toy_terrier,0.111884,True,880935762899988482,2626,16372
58,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13.0,10,Louis,,https://twitter.com/dog_rates/status/880935762899988482,1,,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,p1,Italian_greyhound,0.176053,True,880872448815771648,3595,20452
59,880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12.0,10,None,,https://twitter.com/dog_rates/status/880872448815771648,1,,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,p3,basenji,0.111152,True,880465832366813184,5868,27403
60,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12.0,10,Bella,,https://twitter.com/dog_rates/status/880465832366813184,4,,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,p2,toy_poodle,0.0630638,True,880221127280381952,3960,25946
61,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12.0,10,Jesse,,https://twitter.com/dog_rates/status/880221127280381952,2,,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,p1,Maltese_dog,0.8575309999999999,True,880095782870896641,4084,26561
62,880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11.0,10,None,,https://twitter.com/dog_rates/status/880095782870896641,1,,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,p3,miniature_poodle,0.0255806,True,879862464715927552,3287,21486
66,879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13.0,10,Duddles,,https://twitter.com/dog_rates/status/879415818425184262,1,,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,p3,groenendael,0.102643,True,879376492567855104,2940,16173
67,879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10,Jack,,https://twitter.com/dog_rates/status/879376492567855104,1,,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,p2,Newfoundland,0.278407,True,879130579576475649,6420,40475
69,879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11.0,10,Steven,,https://twitter.com/dog_rates/status/879050749262655488,1,,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,p3,Labrador_retriever,0.0142409,True,879008229531029506,2536,18248
70,879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13.0,10,Beau,,https://twitter.com/dog_rates/status/879008229531029506,1,,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,p2,Chesapeake_Bay_retriever,0.0547868,True,878776093423087618,3865,18643
71,878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,13.0,10,Snoopy,,https://twitter.com/dog_rates/status/878776093423087618,2,,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,p1,golden_retriever,0.8587440000000001,True,878604707211726852,153,756
72,878604707211726852,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 ,13.0,10,None,,https://twitter.com/bbcworld/status/878599868507402241,1,,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,p3,Eskimo_dog,0.0934124,True,878404777348136964,1218,7432
79,877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12.0,10,Penny,,https://twitter.com/dog_rates/status/877556246731214848,1,,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,p3,briard,0.206803,True,877316821321428993,4886,26359
80,877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",13.0,10,Dante,,https://twitter.com/dog_rates/status/877316821321428993,2,,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,p2,Afghan_hound,0.25955100000000003,True,877201837425926144,5271,26096
81,877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12.0,10,Nelly,,https://twitter.com/dog_rates/status/877201837425926144,2,,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,p1,Chihuahua,0.978108,True,876838120628539392,3151,19937
82,876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12.0,10,Ginger,,https://twitter.com/dog_rates/status/876838120628539392,2,pupper,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,p3,papillon,0.00457681,True,876537666061221889,10323,26447
83,876537666061221889,2017-06-18 20:30:39,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,14.0,10,None,,https://twitter.com/mpstowerham/status/8761629944467537,1,doggo,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,p2,toy_terrier,0.00939697,True,876484053909872640,2252,18066
84,876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13.0,10,Benedict,,https://twitter.com/dog_rates/status/876484053909872640,1,,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,p1,black-and-tan_coonhound,0.529139,True,876120275196170240,4414,26900
85,876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13.0,10,Venti,,https://twitter.com/dog_rates/status/876120275196170240,1,puppo,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,p3,flat-coated_retriever,0.17381,True,875747767867523072,4029,24242
86,875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13.0,10,Goose,,https://twitter.com/dog_rates/status/875747767867523072,1,,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,p2,bloodhound,0.24422,True,875144289856114688,4657,21127
90,874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,12.0,10,Cash,,https://twitter.com/dog_rates/status/874680097055178752,1,,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,p2,papillon,0.148258,True,874434818259525634,13807,51198
92,874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13.0,10,Jed,,https://twitter.com/dog_rates/status/874296783580663808,1,pupper,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,p3,Chihuahua,0.14286,True,874057562936811520,3752,21885
93,874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",12.0,10,None,,https://twitter.com/dog_rates/status/874057562936811520,1,,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,p2,cocker_spaniel,0.0903464,True,874012996292530176,9767,33246
94,874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",13.0,10,Sebastian,,https://twitter.com/dog_rates/status/874012996292530176,2,puppo,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,p1,Blenheim_spaniel,0.906777,True,873580283840344065,3729,23354
96,873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",13.0,10,None,,https://twitter.com/dog_rates/status/873580283840344065,1,,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,p2,chow,0.249394,True,873213775632977920,1511,6947
98,873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

 ",12.0,10,Sierra,https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920,2,pupper,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,p3,Pomeranian,0.241878,True,872820683541237760,3523,14218
99,872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,12.0,10,None,,https://twitter.com/dog_rates/status/872967104147763200,2,doggo,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,p2,Irish_terrier,0.104109,True,872620804844003328,3477,20041
104,872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,13.0,10,Harry,,https://twitter.com/dog_rates/status/872261713294495745,2,,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,p1,Chesapeake_Bay_retriever,0.18413,True,871515927908634625,3294,19506
